Site,Year,month,day,time,Temp,rH,VPD
CH,2014,12,15,1200,-3.4,74,0.123471655
CH,2014,12,15,1300,-4.2,78.4,0.096574514
CH,2014,12,15,1400,-4.2,78.8,0.094786097
CH,2014,12,15,1500,-4.2,77.5,0.100598452
CH,2014,12,15,1600,-4.5,80,0.087412254
CH,2014,12,15,1700,-4.5,77,0.100524092
CH,2014,12,15,1800,-4.9,81.9,0.076740647
CH,2014,12,15,1900,-4.1,77.5,0.10136182
CH,2014,12,15,2000,-3,76,0.117443713
CH,2014,12,15,2100,-3.6,78,0.102917055
CH,2014,12,15,2200,-2.7,71,0.145129415
CH,2014,12,15,2300,-1.5,66,0.186011968
CH,2014,12,16,0000,-1.5,69.6,0.166316584
CH,2014,12,16,0100,-1,71,0.164614952
CH,2014,12,16,0200,-1,68,0.181644085
CH,2014,12,16,0300,-1,69.7,0.171994243
CH,2014,12,16,0400,-1.1,71,0.163407849
CH,2014,12,16,0500,-1.5,75,0.136773506
CH,2014,12,16,0600,-1.7,71,0.156328069
CH,2014,12,16,0700,-1.9,74.3,0.136501688
CH,2014,12,16,0800,-2.4,79.5,0.104911963
CH,2014,12,16,0900,-2.9,80,0.098604705
CH,2014,12,16,1000,-3.1,83,0.082568715
CH,2014,12,16,1100,-3.5,83,0.080127138
CH,2014,12,16,1200,-3.8,83.9,0.074190784
CH,2014,12,16,1300,-3.9,82.3,0.080951108
CH,2014,12,16,1400,-3.7,80,0.092859383
CH,2014,12,16,1500,-4.3,85,0.066560118
CH,2014,12,16,1600,-4.5,84,0.069929803
CH,2014,12,16,1700,-4.4,83.4,0.07310416
CH,2014,12,16,1800,-4.3,84.2,0.070109991
CH,2014,12,16,1900,-4.4,84,0.070461841
CH,2014,12,16,2000,-3.7,79,0.097502352
CH,2014,12,16,2100,-3.7,79,0.097502352
CH,2014,12,16,2200,-2.8,78.1,0.108782256
CH,2014,12,16,2300,-1.4,74,0.143298843
CH,2014,12,17,0000,-1.7,68.2,0.171421814
CH,2014,12,17,0100,-2.1,76,0.125594605
CH,2014,12,17,0200,-1.2,63,0.206955765
CH,2014,12,17,0300,,63,0.2259886
CH,2014,12,17,0400,,77,0.1404794
CH,2014,12,17,0500,,78.3,0.13253926
CH,2014,12,17,0600,,78.6,0.13070692
CH,2014,12,17,0700,,67,0.2015574
CH,2014,12,17,0800,,59.9,0.24492278
CH,2014,12,17,0900,,58,0.2565276
CH,2014,12,17,1000,,60.6,0.24064732
CH,2014,12,17,1100,,58.4,0.25408448
CH,2014,12,17,1200,,65,0.213773
CH,2014,12,17,1300,,72,0.1710184
CH,2014,12,17,1400,,81,0.1160482
CH,2014,12,17,1500,,77,0.1404794
CH,2014,12,17,1600,,77.5,0.1374255
CH,2014,12,17,1700,,78,0.1343716
CH,2014,12,17,1800,,73,0.1649106
CH,2014,12,17,1900,,77,0.1404794
CH,2014,12,17,2000,,70.4,0.18079088
CH,2014,12,17,2100,,75.3,0.15086266
CH,2014,12,17,2200,,68,0.1954496
CH,2014,12,17,2300,,72,0.1710184
CH,2014,12,18,0000,,77,0.1404794
CH,2014,12,18,0100,,75.6,0.14903032
CH,2014,12,18,0200,,74,0.1588028
CH,2014,12,18,0300,,74,0.1588028
CH,2014,12,18,0400,,72.6,0.16735372
CH,2014,12,18,0500,,70.8,0.17834776
CH,2014,12,18,0600,,72,0.1710184
CH,2014,12,18,0700,,70,0.183234
CH,2014,12,18,0800,,74,0.1588028
CH,2014,12,18,0900,,76,0.1465872
CH,2014,12,18,1000,,75,0.152695
CH,2014,12,18,1100,,78,0.1343716
CH,2014,12,18,1200,,78,0.1343716
CH,2014,12,18,1300,,77,0.1404794
CH,2014,12,18,1400,,76,0.1465872
CH,2014,12,18,1500,,81,0.1160482
CH,2014,12,18,1600,,81,0.1160482
CH,2014,12,18,1700,,84.2,0.09650324
CH,2014,12,18,1800,,86,0.0855092
CH,2014,12,18,1900,,84,0.0977248
CH,2014,12,18,2000,,84,0.0977248
CH,2014,12,18,2100,,81.8,0.11116196
CH,2014,12,18,2200,,77.8,0.13559316
CH,2014,12,18,2300,,78,0.1343716
CH,2014,12,19,0000,,74.8,0.15391656
CH,2014,12,19,0100,,77,0.1404794
CH,2014,12,19,0200,,78,0.1343716
CH,2014,12,19,0300,,79.9,0.12276678
CH,2014,12,19,0400,,74.4,0.15635968
CH,2014,12,19,0500,,81.4,0.11360508
CH,2014,12,19,0600,,77,0.1404794
CH,2014,12,19,0700,,61,0.2382042
CH,2014,12,19,0800,,57.5,0.2595815
CH,2014,12,19,0900,,57,0.2626354
CH,2014,12,19,1000,,56.4,0.26630008
CH,2014,12,19,1100,,74,0.1588028
CH,2014,12,19,1200,,82,0.1099404
CH,2014,12,19,1300,,82.2,0.10871884
CH,2014,12,19,1400,,81,0.1160482
CH,2014,12,19,1500,,84.9,0.09222778
CH,2014,12,19,1600,,70,0.183234
CH,2014,12,19,1700,,73,0.1649106
CH,2014,12,19,1800,,80,0.122156
CH,2014,12,19,1900,,79,0.1282638
CH,2014,12,19,2000,,78.8,0.12948536
CH,2014,12,19,2100,,79,0.1282638
CH,2014,12,19,2200,,78,0.1343716
CH,2014,12,19,2300,,73,0.1649106
CH,2014,12,20,0000,,63,0.2259886
CH,2014,12,20,0100,,68,0.1954496
CH,2014,12,20,0200,-3.4,71,0.137718384
CH,2014,12,20,0300,-4.4,62,0.167346873
CH,2014,12,20,0400,-4.8,62.4,0.160634159
CH,2014,12,20,0500,-5.7,71,0.115668576
CH,2014,12,20,0600,-5.7,68.6,0.125241148
CH,2014,12,20,0700,-5.9,69,0.12176365
CH,2014,12,20,0800,-5.6,62.5,0.150721429
CH,2014,12,20,0900,-5.8,64,0.142492051
CH,2014,12,20,1000,-5.9,68,0.12569151
CH,2014,12,20,1100,-6.7,70,0.110793524
CH,2014,12,20,1200,-6.8,58,0.153916016
CH,2014,12,20,1300,-6.1,40.9,0.2285969
CH,2014,12,20,1400,-6.7,62,0.140338463
CH,2014,12,20,1500,-4.4,52,0.211385524
CH,2014,12,20,1600,-5.2,47,0.219632152
CH,2014,12,20,1700,-5.2,54.4,0.188966531
CH,2014,12,20,1800,-5.2,63.9,0.149598504
CH,2014,12,20,1900,,68,0.1954496
CH,2014,12,20,2000,,64,0.2198808
CH,2014,12,20,2100,,67,0.2015574
CH,2014,12,20,2200,,72,0.1710184
CH,2014,12,20,2300,,66.7,0.20338974
CH,2014,12,21,0000,,58,0.2565276
CH,2014,12,21,0100,-4.4,57,0.189366198
CH,2014,12,21,0200,-4.1,56,0.19821867
CH,2014,12,21,0300,-4.8,61,0.166615218
CH,2014,12,21,0400,-4.6,57.9,0.182612234
CH,2014,12,21,0500,-4.9,52,0.203511109
CH,2014,12,21,0600,-5.4,54.2,0.186918881
CH,2014,12,21,0700,-6.6,74,0.09676585
CH,2014,12,21,0800,-7.2,74.8,0.089530514
CH,2014,12,21,0900,-8.2,73,0.088729045
CH,2014,12,21,1000,-8.7,73,0.085313725
CH,2014,12,21,1100,-9.1,77.8,0.06796981
CH,2014,12,21,1200,-6.6,76,0.089322323
CH,2014,12,21,1300,-7.6,76.4,0.081277628
CH,2014,12,21,1400,-7.3,77.5,0.079319441
CH,2014,12,21,1500,-7.3,77,0.081082095
CH,2014,12,21,1600,-7.4,80.7,0.067511545
CH,2014,12,21,1700,-7.4,83.9,0.056317921
CH,2014,12,21,1800,-7.4,83.9,0.056317921
CH,2014,12,21,1900,-7.4,77,0.080454172
CH,2014,12,21,2000,-7.4,80,0.06996015
CH,2014,12,21,2100,-7.6,80.2,0.068190552
CH,2014,12,21,2200,-7.7,71.7,0.09670749
CH,2014,12,21,2300,-6.8,75,0.091616676
CH,2014,12,22,0000,-7.1,76,0.085931467
CH,2014,12,22,0100,-7.2,77,0.081714358
CH,2014,12,22,0200,-7.8,73.9,0.088496451
CH,2014,12,22,0300,-7.2,73,0.095925551
CH,2014,12,22,0400,-6.8,72.8,0.099678944
CH,2014,12,22,0500,-5.9,74.1,0.101731566
CH,2014,12,22,0600,-5.5,73,0.109353058
CH,2014,12,22,0700,-6,73,0.10524092
CH,2014,12,22,0800,-5.5,69,0.125553511
CH,2014,12,22,0900,-6.7,84.6,0.056874009
CH,2014,12,22,1000,-6.9,81.3,0.068000887
CH,2014,12,22,1100,-7.3,81,0.066980861
CH,2014,12,22,1200,-7.9,84,0.053828714
CH,2014,12,22,1300,-9,85,0.046289439
CH,2014,12,22,1400,-9,86.8,0.040734706
CH,2014,12,22,1500,-9,85.5,0.044746458
CH,2014,12,22,1600,-8.5,90.1,0.031777385
CH,2014,12,22,1700,-8,88,0.040057233
CH,2014,12,22,1800,-8.2,87,0.042721392
CH,2014,12,22,1900,0,74.2,0.15758124
CH,2014,12,22,2000,0,71,0.1771262
CH,2014,12,22,2100,-8,74,0.086790672
CH,2014,12,22,2200,-7.7,77,0.078596194
CH,2014,12,22,2300,-7,77,0.082992012
CH,2014,12,23,0000,-6.5,75.4,0.092264912
CH,2014,12,23,0100,-6.2,77,0.088281509
CH,2014,12,23,0200,-5.3,78,0.090474877
CH,2014,12,23,0300,-5,79.2,0.087519366
CH,2014,12,23,0400,,79,0.1282638
CH,2014,12,23,0500,,84.1,0.09711402
CH,2014,12,23,0600,,78,0.1343716
CH,2014,12,23,0700,,76,0.1465872
CH,2014,12,23,0800,,75,0.152695
CH,2014,12,23,0900,,81,0.1160482
CH,2014,12,23,1000,-8.5,84,0.05135739
CH,2014,12,23,1100,-8.4,84,0.051762152
CH,2014,12,23,1200,-8.9,80.1,0.06189681
CH,2014,12,23,1300,-8.9,77,0.071539026
CH,2014,12,23,1400,-9.1,77.9,0.06766364
CH,2014,12,23,1500,-9.2,82,0.054677036
CH,2014,12,23,1600,-9.2,81,0.05771465
CH,2014,12,23,1700,-9.4,79.6,0.060994718
CH,2014,12,23,1800,-9.2,82,0.054677036
CH,2014,12,23,1900,-9.3,81,0.057260138
CH,2014,12,23,2000,-9.4,81,0.056808806
CH,2014,12,23,2100,-10.8,78,0.058836585
CH,2014,12,23,2200,-10.5,78.4,0.059171011
CH,2014,12,23,2300,-11.1,77.7,0.058219856
CH,2014,12,24,0000,,75,0.152695
CH,2014,12,24,0100,,76,0.1465872
CH,2014,12,24,0200,-10.4,73.7,0.072624239
CH,2014,12,24,0300,-12.3,72.5,0.065160148
CH,2014,12,24,0400,-10.9,71.5,0.07561128
CH,2014,12,24,0500,-11.1,73,0.070490408
CH,2014,12,24,0600,-9.7,77,0.06715237
CH,2014,12,24,0700,-10.7,79,0.056614021
CH,2014,12,24,0800,-9.5,78,0.065259682
CH,2014,12,24,0900,-8.6,80,0.063694299
CH,2014,12,24,1000,-8.4,82,0.058232421
CH,2014,12,24,1100,-8.3,85,0.048909133
CH,2014,12,24,1200,-8.2,69,0.101874089
CH,2014,12,24,1300,-8.1,65,0.115923216
CH,2014,12,24,1400,-7.9,71,0.097564545
CH,2014,12,24,1500,-7.8,70.9,0.098668457
CH,2014,12,24,1600,-8,64,0.120171699
CH,2014,12,24,1700,-8,66,0.113495494
CH,2014,12,24,1800,-8.3,75,0.081515221
CH,2014,12,24,1900,-9.6,69,0.091230723
CH,2014,12,24,2000,-9.8,66.1,0.098193833
CH,2014,12,24,2100,-9.3,60,0.120547659
CH,2014,12,24,2200,-8.1,56,0.145732043
CH,2014,12,24,2300,-7.9,71,0.097564545
CH,2014,12,25,0000,-7.1,62.1,0.135700108
CH,2014,12,25,0100,-5.8,60,0.158324501
CH,2014,12,25,0200,-4.2,62.6,0.167216983
CH,2014,12,25,0300,-4.5,64.9,0.153408506
CH,2014,12,25,0400,-4.8,64,0.153798662
CH,2014,12,25,0500,-4.5,61.9,0.166520344
CH,2014,12,25,0600,-3.9,68,0.146352285
CH,2014,12,25,0700,-5,75,0.105191545
CH,2014,12,25,0800,-5.8,75.1,0.098557002
CH,2014,12,25,0900,-6.4,68.4,0.119436839
CH,2014,12,25,1000,-7.6,65,0.120538855
CH,2014,12,25,1100,-8.8,73,0.084644832
CH,2014,12,25,1200,-8.7,71.8,0.089105446
CH,2014,12,25,1300,-8.5,73.6,0.084739694
CH,2014,12,25,1400,-9,78,0.067891177
CH,2014,12,25,1500,-9.4,80,0.059798743
CH,2014,12,25,1600,-8.9,77,0.071539026
CH,2014,12,25,1700,-9.3,75.8,0.072931334
CH,2014,12,25,1800,-8.9,82,0.055987064
CH,2014,12,25,1900,-11.3,74.1,0.066539271
CH,2014,12,25,2000,-10,82,0.051315647
CH,2014,12,25,2100,-9.5,81,0.056360635
CH,2014,12,25,2200,-9.7,79.8,0.058977299
CH,2014,12,25,2300,-8.6,73,0.085987304
CH,2014,12,26,0000,-8.6,74.9,0.079936345
CH,2014,12,26,0100,-8.9,67.3,0.101709833
CH,2014,12,26,0200,-8.9,69,0.096422166
CH,2014,12,26,0300,-8.7,68.2,0.100480609
CH,2014,12,26,0400,-9.1,71,0.088789392
CH,2014,12,26,0500,-9.1,71.5,0.08725854
CH,2014,12,26,0600,-8.6,68,0.101910878
CH,2014,12,26,0700,-8.9,67.9,0.099843598
CH,2014,12,26,0800,-8.6,71.4,0.091082847
CH,2014,12,26,0900,-8.2,69,0.101874089
CH,2014,12,26,1000,-7.8,65,0.118673402
CH,2014,12,26,1100,-7.8,71.3,0.09731219
CH,2014,12,26,1200,-7.5,72.4,0.095796678
CH,2014,12,26,1300,-7.5,74,0.090243248
CH,2014,12,26,1400,-8.3,82,0.058690959
CH,2014,12,26,1500,-8.1,81.3,0.061936118
CH,2014,12,26,1600,-8.2,81.4,0.061124453
CH,2014,12,26,1700,-8.1,79.7,0.067235465
CH,2014,12,26,1800,-7.8,77,0.077985379
CH,2014,12,26,1900,-7.3,68,0.112809871
CH,2014,12,26,2000,-9.1,72.2,0.085115348
CH,2014,12,26,2100,-8.6,68.7,0.099681578
CH,2014,12,26,2200,-6.9,70.1,0.108728691
CH,2014,12,26,2300,-5.1,70,0.125271748
CH,2014,12,27,0000,-4.8,71,0.123893367
CH,2014,12,27,0100,-3.7,67.5,0.150896497
CH,2014,12,27,0200,-4.3,67,0.146432259
CH,2014,12,27,0300,-4,66.3,0.152968508
CH,2014,12,27,0400,-2.8,60.3,0.197198884
CH,2014,12,27,0500,-2.9,58,0.207069881
CH,2014,12,27,0600,-2.9,59,0.202139645
CH,2014,12,27,0700,-3.1,57,0.20885028
CH,2014,12,27,0800,-4.2,76.5,0.105069494
CH,2014,12,27,0900,-4.6,79.1,0.09065548
CH,2014,12,27,1000,-5.1,81.9,0.075580621
CH,2014,12,27,1100,-5.7,85,0.059828574
CH,2014,12,27,1200,-6,85,0.058467178
CH,2014,12,27,1300,-6.4,81,0.071813289
CH,2014,12,27,1400,-7.9,82,0.060557304
CH,2014,12,27,1500,-8.1,97.2,0.009273857
CH,2014,12,27,1600,-7.7,92,0.027337806
CH,2014,12,27,1700,-8,90,0.033381028
CH,2014,12,27,1800,-7.9,85,0.05046442
CH,2014,12,27,1900,-8.6,87,0.041401294
CH,2014,12,27,2000,-8.1,89,0.036433011
CH,2014,12,27,2100,-8.1,87,0.043057195
CH,2014,12,27,2200,-8,83,0.056747747
CH,2014,12,27,2300,-7.2,80.6,0.068924285
CH,2014,12,28,0000,-7,77.5,0.081187838
CH,2014,12,28,0100,-6.5,77.5,0.084388639
CH,2014,12,28,0200,-6.7,79,0.077555467
CH,2014,12,28,0300,-6.1,77,0.08896326
CH,2014,12,28,0400,-6,76.5,0.091598579
CH,2014,12,28,0500,-6,77.2,0.08887011
CH,2014,12,28,0600,-6.1,74.6,0.098246383
CH,2014,12,28,0700,,76,0.1465872
CH,2014,12,28,0800,,81,0.1160482
CH,2014,12,28,0900,,80,0.122156
CH,2014,12,28,1000,,78,0.1343716
CH,2014,12,28,1100,,78.1,0.13376082
CH,2014,12,28,1200,,85,0.091617
CH,2014,12,28,1300,,83.4,0.10138948
CH,2014,12,28,1400,,83,0.1038326
CH,2014,12,28,1500,,84,0.0977248
CH,2014,12,28,1600,,86.4,0.08306608
CH,2014,12,28,1700,,87,0.0794014
CH,2014,12,28,1800,,89,0.0671858
CH,2014,12,28,1900,,86,0.0855092
CH,2014,12,28,2000,,86,0.0855092
CH,2014,12,28,2100,,74.9,0.15330578
CH,2014,12,28,2200,,81.7,0.11177274
CH,2014,12,28,2300,,77,0.1404794
CH,2014,12,29,0000,,78,0.1343716
CH,2014,12,29,0100,,75.9,0.14719798
CH,2014,12,29,0200,,77.9,0.13498238
CH,2014,12,29,0300,,77,0.1404794
CH,2014,12,29,0400,,76,0.1465872
CH,2014,12,29,0500,,75,0.152695
CH,2014,12,29,0600,,76.2,0.14536564
CH,2014,12,29,0700,,79,0.1282638
CH,2014,12,29,0800,,75.4,0.15025188
CH,2014,12,29,0900,,73,0.1649106
CH,2014,12,29,1000,,73,0.1649106
CH,2014,12,29,1100,,74.7,0.15452734
CH,2014,12,29,1200,,74,0.1588028
CH,2014,12,29,1300,,73,0.1649106
CH,2014,12,29,1400,-10.1,81.2,0.053171257
CH,2014,12,29,1500,-9.1,87,0.039802141
CH,2014,12,29,1600,-9.4,90.1,0.029600378
CH,2014,12,29,1700,-9.3,90,0.030136915
CH,2014,12,29,1800,-8.8,90.7,0.029155442
CH,2014,12,29,1900,-8.7,77.5,0.071094771
CH,2014,12,29,2000,,78.8,0.12948536
CH,2014,12,29,2100,,83,0.1038326
CH,2014,12,29,2200,,87,0.0794014
CH,2014,12,29,2300,,79,0.1282638
CH,2014,12,30,0000,,100,0
CH,2014,12,30,0100,,72.4,0.16857528
CH,2014,12,30,0200,,72,0.1710184
CH,2014,12,30,0300,,73.6,0.16124592
CH,2014,12,30,0400,,67.5,0.1985035
CH,2014,12,30,0500,,66,0.2076652
CH,2014,12,30,0600,,72.4,0.16857528
CH,2014,12,30,0700,,71.9,0.17162918
CH,2014,12,30,0800,,80.2,0.12093444
CH,2014,12,30,0900,,75.2,0.15147344
CH,2014,12,30,1000,,79,0.1282638
CH,2014,12,30,1100,,76,0.1465872
CH,2014,12,30,1200,,76.3,0.14475486
CH,2014,12,30,1300,-13.8,77,0.048204334
CH,2014,12,30,1400,-11.3,86.9,0.033654998
CH,2014,12,30,1500,-10.9,87,0.034489356
CH,2014,12,30,1600,-10.9,84,0.042448438
CH,2014,12,30,1700,-11.1,84.1,0.041511018
CH,2014,12,30,1800,-12,82,0.043701239
CH,2014,12,30,1900,-13.2,83.8,0.035667817
CH,2014,12,30,2000,-14.1,88,0.024535454
CH,2014,12,30,2100,-13.5,83,0.036519376
CH,2014,12,30,2200,-12,78,0.053412626
CH,2014,12,30,2300,-11.7,74.6,0.063182721
CH,2014,12,31,0000,-10.9,76.5,0.062346143
CH,2014,12,31,0100,,76,0.1465872
CH,2014,12,31,0200,,72,0.1710184
CH,2014,12,31,0300,,75,0.152695
CH,2014,12,31,0400,,70.4,0.18079088
CH,2014,12,31,0500,,74.6,0.15513812
CH,2014,12,31,0600,,70.5,0.1801801
CH,2014,12,31,0700,,70.1,0.18262322
CH,2014,12,31,0800,-15.3,71,0.053670382
CH,2014,12,31,0900,-13.6,74,0.05539607
CH,2014,12,31,1000,-12.3,76.2,0.056393147
CH,2014,12,31,1100,-12,77,0.055840472
CH,2014,12,31,1200,-11.3,74.9,0.064484004
CH,2014,12,31,1300,-11.3,81,0.048812593
CH,2014,12,31,1400,-11,85,0.039477243
CH,2014,12,31,1500,-10.5,83.1,0.046295837
CH,2014,12,31,1600,-10.4,78,0.060750314
CH,2014,12,31,1700,-10.6,77.3,0.061688951
CH,2014,12,31,1800,-10.7,79,0.056614021
CH,2014,12,31,1900,-11.1,76,0.062658141
CH,2014,12,31,2000,-11.1,78,0.057436629
CH,2014,12,31,2100,-11.4,79,0.053517876
CH,2014,12,31,2200,-13.3,77.7,0.048697565
CH,2014,12,31,2300,-12.5,75,0.058280808
CH,2015,1,1,0000,-11.6,76,0.060184407
CH,2015,1,1,0100,-12.3,71.5,0.067529608
CH,2015,1,1,0200,-13.6,72.3,0.059018121
CH,2015,1,1,0300,-12.6,79.1,0.048327592
CH,2015,1,1,0400,-11.5,80,0.050560077
CH,2015,1,1,0500,-10.7,79.7,0.054726887
CH,2015,1,1,0600,-10.6,79.7,0.055166771
CH,2015,1,1,0700,-10.4,78.3,0.059921901
CH,2015,1,1,0800,-9.7,77,0.06715237
CH,2015,1,1,0900,-9.2,77,0.069865102
CH,2015,1,1,1000,-8.9,75.8,0.075271497
CH,2015,1,1,1100,-8.8,81,0.059564882
CH,2015,1,1,1200,-8.6,80,0.063694299
CH,2015,1,1,1300,-8.6,80,0.063694299
CH,2015,1,1,1400,-8.4,79,0.067937825
CH,2015,1,1,1500,-8.4,82.5,0.056614854
CH,2015,1,1,1600,-8.6,85,0.047770724
CH,2015,1,1,1700,-8.6,82,0.057324869
CH,2015,1,1,1800,-8.5,83,0.054567227
CH,2015,1,1,1900,-8.6,79,0.066879014
CH,2015,1,1,2000,,81.1,0.11543742
CH,2015,1,1,2100,,81,0.1160482
CH,2015,1,1,2200,,74,0.1588028
CH,2015,1,1,2300,,73,0.1649106
CH,2015,1,2,0000,,68.7,0.19117414
CH,2015,1,2,0100,,71.4,0.17468308
CH,2015,1,2,0200,,72,0.1710184
CH,2015,1,2,0300,,69,0.1893418
CH,2015,1,2,0400,,68,0.1954496
CH,2015,1,2,0500,,66.3,0.20583286
CH,2015,1,2,0600,,63,0.2259886
CH,2015,1,2,0700,,57,0.2626354
CH,2015,1,2,0800,,58.9,0.25103058
CH,2015,1,2,0900,,56,0.2687432
CH,2015,1,2,1000,,54,0.2809588
CH,2015,1,2,1100,,57,0.2626354
CH,2015,1,2,1200,-13.4,58,0.090968139
CH,2015,1,2,1300,-12.7,63.1,0.084632146
CH,2015,1,2,1400,-13.5,62,0.081631547
CH,2015,1,2,1500,-14.8,51,0.094541402
CH,2015,1,2,1600,-12.7,50,0.114677704
CH,2015,1,2,1700,-12,63,0.089830325
CH,2015,1,2,1800,-13.1,58.5,0.09212246
CH,2015,1,2,1900,-14.7,62,0.073929458
CH,2015,1,2,2000,-13.5,74,0.055853164
CH,2015,1,2,2100,-12.7,78,0.05045819
CH,2015,1,2,2200,-14.4,74.6,0.050660775
CH,2015,1,2,2300,,46.5,0.3267673
CH,2015,1,3,0000,,42,0.3542524
CH,2015,1,3,0100,,40.6,0.36280332
CH,2015,1,3,0200,,40.2,0.36524644
CH,2015,1,3,0300,,43,0.3481446
CH,2015,1,3,0400,,41,0.3603602
CH,2015,1,3,0500,,51.1,0.29867142
CH,2015,1,3,0600,,51.8,0.29439596
CH,2015,1,3,0700,,60.9,0.23881498
CH,2015,1,3,0800,,42,0.3542524
CH,2015,1,3,0900,,52,0.2931744
CH,2015,1,3,1000,,53.5,0.2840127
CH,2015,1,3,1100,,40.9,0.36097098
CH,2015,1,3,1200,,37,0.3847914
CH,2015,1,3,1300,,33,0.4092226
CH,2015,1,3,1400,,30,0.427546
CH,2015,1,3,1500,,60.7,0.24003654
CH,2015,1,3,1600,,65.6,0.21010832
CH,2015,1,3,1700,,65,0.213773
CH,2015,1,3,1800,,42,0.3542524
CH,2015,1,3,1900,,46.2,0.32859964
CH,2015,1,3,2000,,44,0.3420368
CH,2015,1,3,2100,,53,0.2870666
CH,2015,1,3,2200,,56,0.2687432
CH,2015,1,3,2300,,44.3,0.34020446
CH,2015,1,4,0000,,44,0.3420368
CH,2015,1,4,0100,,42,0.3542524
CH,2015,1,4,0200,,52.4,0.29073128
CH,2015,1,4,0300,,35.2,0.39578544
CH,2015,1,4,0400,,62,0.2320964
CH,2015,1,4,0500,,59.3,0.24858746
CH,2015,1,4,0600,,44,0.3420368
CH,2015,1,4,0700,,47,0.3237134
CH,2015,1,4,0800,,61.7,0.23392874
CH,2015,1,4,0900,,72,0.1710184
CH,2015,1,4,1000,,75,0.152695
CH,2015,1,4,1100,,66,0.2076652
CH,2015,1,4,1200,,69.9,0.18384478
CH,2015,1,4,1300,,84.7,0.09344934
CH,2015,1,4,1400,,92,0.0488624
CH,2015,1,4,1500,,91,0.0549702
CH,2015,1,4,1600,-12.8,91,0.020474269
CH,2015,1,4,1700,-13.9,85.6,0.029932445
CH,2015,1,4,1800,,83,0.1038326
CH,2015,1,4,1900,,80,0.122156
CH,2015,1,4,2000,,89,0.0671858
CH,2015,1,4,2100,,81,0.1160482
CH,2015,1,4,2200,,0,0.61078
CH,2015,1,4,2300,,82.8,0.10505416
CH,2015,1,5,0000,,79.4,0.12582068
CH,2015,1,5,0100,,74,0.1588028
CH,2015,1,5,0200,,70,0.183234
CH,2015,1,5,0300,,71.8,0.17223996
CH,2015,1,5,0400,,71,0.1771262
CH,2015,1,5,0500,,75.9,0.14719798
CH,2015,1,5,0600,,72.8,0.16613216
CH,2015,1,5,0700,,75,0.152695
CH,2015,1,5,0800,,66,0.2076652
CH,2015,1,5,0900,,70,0.183234
CH,2015,1,5,1000,,72.9,0.16552138
CH,2015,1,5,1100,,76.5,0.1435333
CH,2015,1,5,1200,,84,0.0977248
CH,2015,1,5,1300,,87,0.0794014
CH,2015,1,5,1400,,83,0.1038326
CH,2015,1,5,1500,,87.3,0.07756906
CH,2015,1,5,1600,,87.6,0.07573672
CH,2015,1,5,1700,,89.5,0.0641319
CH,2015,1,5,1800,,89,0.0671858
CH,2015,1,5,1900,,93,0.0427546
CH,2015,1,5,2000,,95.2,0.02931744
CH,2015,1,5,2100,,95.2,0.02931744
CH,2015,1,5,2200,,95,0.030539
CH,2015,1,5,2300,,95,0.030539
CH,2015,1,6,0000,,96,0.0244312
CH,2015,1,6,0100,,95.5,0.0274851
CH,2015,1,6,0200,,96,0.0244312
CH,2015,1,6,0300,,95.7,0.02626354
CH,2015,1,6,0400,,92.5,0.0458085
CH,2015,1,6,0500,,92.7,0.04458694
CH,2015,1,6,0600,,91.7,0.05069474
CH,2015,1,6,0700,,92,0.0488624
CH,2015,1,6,0800,,89.5,0.0641319
CH,2015,1,6,0900,,90.2,0.05985644
CH,2015,1,6,1000,,91.8,0.05008396
CH,2015,1,6,1100,,94,0.0366468
CH,2015,1,6,1200,,93,0.0427546
CH,2015,1,6,1300,,92.2,0.04764084
CH,2015,1,6,1400,,92.9,0.04336538
CH,2015,1,6,1500,,93.3,0.04092226
CH,2015,1,6,1600,,94,0.0366468
CH,2015,1,6,1700,,87,0.0794014
CH,2015,1,6,1800,,84.7,0.09344934
CH,2015,1,6,1900,,82.5,0.1068865
CH,2015,1,6,2000,,82,0.1099404
CH,2015,1,6,2100,,87,0.0794014
CH,2015,1,6,2200,,85,0.091617
CH,2015,1,6,2300,,78.6,0.13070692
CH,2015,1,7,0000,,87.5,0.0763475
CH,2015,1,7,0100,,86,0.0855092
CH,2015,1,7,0200,,83,0.1038326
CH,2015,1,7,0300,-5.1,83.9,0.067229171
CH,2015,1,7,0400,-5.2,86.6,0.055529639
CH,2015,1,7,0500,-6,85,0.058467178
CH,2015,1,7,0600,-5.2,76,0.099456069
CH,2015,1,7,0700,-6.4,81.8,0.068789572
CH,2015,1,7,0800,-7.3,83.1,0.059577713
CH,2015,1,7,0900,-8.8,84,0.0501599
CH,2015,1,7,1000,-9.7,88,0.035036019
CH,2015,1,7,1100,-11.2,92,0.020718763
CH,2015,1,7,1200,-11.6,91.1,0.022318384
CH,2015,1,7,1300,-12.5,89.4,0.024711063
CH,2015,1,7,1400,-13.2,91,0.019815454
CH,2015,1,7,1500,-13.2,85,0.033025756
CH,2015,1,7,1600,-13,74.8,0.056398905
CH,2015,1,7,1700,-13,68.1,0.071393852
CH,2015,1,7,1800,-12.9,65,0.078974642
CH,2015,1,7,1900,-13.3,78,0.04804244
CH,2015,1,7,2000,-13.9,82.1,0.037207692
CH,2015,1,7,2100,-13.1,79.2,0.046172221
